Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age,Predicted_Price,Actual_Price
781.0,FORD,Fiesta,Hatchback,No,Petrol,1.6,50393.0,4.0,Automatic,Front,Left wheel,Silver,6.0,9.0,16621.000000000327,16621
781.0,HYUNDAI,kona,Jeep,No,Petrol,2.0,1300.0,4.0,Tiptronic,Front,Left wheel,White,8.0,7.0,45472.2597048108,45473
645.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,0.0,4.0,Automatic,Front,Left wheel,Silver,0.0,14.0,8781.00000000004,8781
696.0,JAGUAR,XF,Sedan,Yes,Diesel,2.2,74438.0,4.0,Automatic,Front,Left wheel,White,4.0,12.0,50230.85263856385,50297
779.0,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,51543.0,4.0,Tiptronic,Front,Left wheel,Silver,12.0,12.0,42337.00000000039,42337
781.0,ALFA ROMEO,Giulietta,Hatchback,Yes,Petrol,1.4,85000.0,4.0,Tiptronic,Front,Right-hand drive,Black,12.0,12.0,18816.999999999633,18817
1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,60666.0,4.0,Automatic,Front,Left wheel,Grey,12.0,8.0,549.0000000000008,549
1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030.0,6.0,Automatic,4x4,Left wheel,Black,12.0,11.0,29792.999999999523,29793
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,72369.0,4.0,Automatic,Front,Left wheel,Silver,4.0,10.0,13485.000000000256,13485
1820.0,TOYOTA,Tacoma,Sedan,Yes,Petrol,3.5,18555.0,6.0,Automatic,4x4,Left wheel,Black,12.0,6.0,26970.99999999975,26971
645.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,288000.0,4.0,Automatic,Front,Left wheel,White,8.0,14.0,14739.999999999738,14740
966.0,DAEWOO,Lacetti,Sedan,Yes,Diesel,2.0,39031.0,4.0,Automatic,Front,Left wheel,Blue,4.0,16.0,5875.708893375014,5865
490.0,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,288704.0,4.0,Automatic,Front,Left wheel,White,0.0,14.0,706.0000000000072,706
781.0,BMW,528,Sedan,Yes,Petrol,2.8,455855.0,6.0,Manual,Rear,Left wheel,Black,6.0,28.0,7840.0000000000055,7840
639.0,CHEVROLET,Malibu,Sedan,Yes,Diesel,2.0,159436.0,4.0,Automatic,Front,Left wheel,Black,4.0,11.0,22562.828508321945,22567
1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,112193.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9.0,36067.96999876421,36068
518.0,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,31387.0,4.0,Automatic,Front,Left wheel,Silver,12.0,9.0,4702.606949612863,4704
843.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,205000.0,4.0,Automatic,Front,Left wheel,Green,8.0,17.0,9095.04998640018,9095
781.0,TOYOTA,Land Cruiser,Jeep,No,LPG,4.7,250000.0,8.0,Automatic,4x4,Left wheel,White,8.0,24.0,31361.5295571395,31361
639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,319850.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,10036.000000000015,10036
781.0,DAIHATSU,Terios,Jeep,Yes,Petrol,0.7,88000.0,3.0,Automatic,4x4,Right-hand drive,Silver,6.0,23.0,1562.9390467150736,1568
781.0,NISSAN,Quest,Minivan,Yes,CNG,3.5,45000.0,6.0,Automatic,Front,Left wheel,White,12.0,12.0,34496.99999999952,34497
1885.0,PORSCHE,Cayenne,Jeep,Yes,Petrol,4.8,134864.0,8.0,Automatic,4x4,Left wheel,White,12.0,15.0,21639.00000000023,21639
1885.0,BMW,X5,Jeep,Yes,Petrol,4.8,197200.0,8.0,Automatic,4x4,Left wheel,Grey,12.0,15.0,549.0000000000008,549
781.0,HONDA,CR-Z,Coupe,No,Hybrid,1.5,90000.0,4.0,Manual,Front,Left wheel,Black,4.0,12.0,14113.0,14113
832.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,64994.0,4.0,Automatic,Rear,Left wheel,Grey,12.0,11.0,3763.0000000000528,3763
781.0,CHRYSLER,300 LIMITED,Sedan,Yes,Petrol,3.6,130000.0,6.0,Tiptronic,Rear,Left wheel,Black,6.0,14.0,22579.999999999724,22580
781.0,MERCEDES-BENZ,Viano,Minivan,No,Diesel,2.2,140000.0,4.0,Automatic,Rear,Left wheel,Blue,2.0,18.0,121.17389937454276,120
1172.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,90000.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,14.0,44846.62967063728,44846
781.0,BMW,X5,Jeep,Yes,LPG,4.4,10000.0,8.0,Tiptronic,4x4,Left wheel,Silver,8.0,20.0,100.00000000000101,100
609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,Left wheel,White,12.0,7.0,18816.999999999633,18817
730.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,67523.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,42661.897853632116,42667
781.0,BMW,X5 X-Drive,Jeep,Yes,Petrol,4.8,248000.0,8.0,Tiptronic,4x4,Left wheel,Black,0.0,18.0,32929.000000000655,32929
1024.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,174926.0,4.0,Automatic,Front,Left wheel,Grey,0.0,15.0,861.999999999996,862
789.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,75996.0,4.0,Automatic,Front,Left wheel,Black,4.0,16.0,6588.96864160531,6586
781.0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.0,200000.0,4.0,Tiptronic,Front,Left wheel,Black,6.0,19.0,10663.00000000014,10663
781.0,TOYOTA,Camry HYBRID,Sedan,No,Hybrid,2.4,127000.0,4.0,Variator,Front,Left wheel,Grey,10.0,14.0,19444.000000000186,19444
779.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,98000.0,4.0,Tiptronic,Front,Left wheel,Black,10.0,12.0,22579.999999999724,22580
919.0,BMW,X5,Jeep,Yes,Diesel,3.0,274098.0,6.0,Automatic,4x4,Left wheel,White,0.0,13.0,6585.999999999964,6586
707.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,52876.0,4.0,Automatic,Front,Left wheel,Silver,4.0,14.0,13360.201779355795,13360
639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,144009.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,36829.26360415444,36865
781.0,KIA,Optima,Sedan,Yes,Hybrid,2.4,43000.0,6.0,Automatic,Front,Left wheel,White,4.0,11.0,28225.000000000808,28225
934.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,173101.0,4.0,Automatic,Front,Left wheel,Silver,12.0,10.0,1568.0000000000232,1568
781.0,MERCEDES-BENZ,S 430,Sedan,Yes,Petrol,4.3,240000.0,8.0,Tiptronic,4x4,Left wheel,Carnelian red,10.0,22.0,15052.99999999988,15053
1249.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,82000.0,4.0,Tiptronic,Front,Left wheel,Silver,0.0,8.0,32929.299974039524,32929
530.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,312118.0,4.0,Automatic,Front,Left wheel,Black,0.0,12.0,7055.729947761263,7056
394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,Left wheel,White,12.0,11.0,5487.999999999938,5488
781.0,MERCEDES-BENZ,270,Microbus,No,Diesel,2.4,13758.0,4.0,Manual,Rear,Left wheel,Yellow,0.0,37.0,3763.0000000000528,3763
781.0,BMW,320,Sedan,No,Petrol,2.2,144000.0,6.0,Tiptronic,Rear,Right-hand drive,Blue,6.0,22.0,5330.999999999946,5331
779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,225510.0,4.0,Automatic,Front,Left wheel,White,12.0,12.0,314.0000000000039,314
574.0,HONDA,Civic,Sedan,Yes,Hybrid,1.3,169000.0,4.0,Automatic,Front,Left wheel,White,6.0,15.0,8781.00000000004,8781
583.0,MINI,Cooper,Sedan,Yes,Petrol,1.6,0.0,4.0,Automatic,Front,Left wheel,Black,12.0,14.0,12292.973457737055,12300
639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,402881.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,11604.00000000017,11604
1325.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,7000.0,4.0,Automatic,Front,Left wheel,Black,10.0,6.0,65856.28512532092,65858
781.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,2005.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,17.0,29792.999999999523,29793
642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,149546.0,4.0,Automatic,Front,Left wheel,White,4.0,13.0,27353.710696851584,27356
607.0,TOYOTA,Camry,Jeep,Yes,Hybrid,2.5,56834.0,4.0,Automatic,Front,Left wheel,Black,12.0,6.0,250.99999999999778,251
765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,214420.0,4.0,Automatic,Front,Left wheel,White,4.0,10.0,24627.589156620026,24600
781.0,MERCEDES-BENZ,A 170 CDI,Hatchback,No,Diesel,1.7,270000.0,4.0,Manual,Front,Left wheel,Silver,4.0,25.0,6272.0000000001055,6272
584.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,127669.0,4.0,Automatic,Front,Left wheel,Grey,12.0,11.0,2274.000000000016,2274
1624.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,266061.0,6.0,Automatic,4x4,Left wheel,Black,12.0,16.0,1410.9999999999911,1411
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,314373.0,4.0,Automatic,Front,Left wheel,Grey,12.0,13.0,392.00000000000034,392
308.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,112000.0,4.0,Automatic,Front,Left wheel,White,12.0,11.0,21011.99999999971,21012
1356.0,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,146218.0,8.0,Automatic,4x4,Left wheel,Black,0.0,11.0,17561.999999999683,17562
781.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,95000.0,6.0,Tiptronic,4x4,Left wheel,Grey,8.0,13.0,50178.05999644766,50178
765.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,108505.0,4.0,Automatic,Front,Left wheel,Grey,4.0,10.0,31239.448049434148,31248
934.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,113053.0,4.0,Automatic,Front,Left wheel,Blue,12.0,10.0,392.00000000000034,392
988.0,TOYOTA,Prius,Hatchback,No,Petrol,1.5,90000.0,4.0,Variator,Front,Left wheel,Golden,8.0,18.0,10975.999999999767,10976
1273.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,56629.0,4.0,Automatic,Front,Left wheel,Silver,4.0,16.0,9252.797878983954,9252
394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,85000.0,4.0,Tiptronic,Front,Left wheel,White,12.0,11.0,26656.8699686093,26657
1539.0,TOYOTA,Sienta,Minivan,No,Petrol,1.0,0.0,3.0,Automatic,Front,Right-hand drive,White,4.0,7.0,14999.58944429942,15000
687.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,47829.0,4.0,Automatic,Front,Left wheel,Black,4.0,15.0,6223.614681616528,6209
781.0,BMW,750,Sedan,Yes,Petrol,4.4,92000.0,8.0,Tiptronic,Rear,Left wheel,White,12.0,12.0,87762.32212070639,87811
781.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,82000.0,4.0,Tiptronic,Front,Left wheel,White,10.0,11.0,36698.93441223168,36692
503.0,HONDA,Civic,Jeep,Yes,Hybrid,1.5,146403.0,4.0,Automatic,Front,Left wheel,White,0.0,13.0,2352.0000000000205,2352
784.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,15000.0,4.0,Automatic,Front,Left wheel,Black,4.0,8.0,57470.040863960196,57607
781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,148000.0,4.0,Tiptronic,Front,Left wheel,Black,8.0,13.0,21953.00000000024,21953
394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478.0,4.0,Automatic,Front,Left wheel,White,12.0,11.0,861.999999999996,862
781.0,NISSAN,Teana,Sedan,No,Petrol,3.5,160000.0,6.0,Variator,Front,Left wheel,Silver,4.0,17.0,12506.594992836921,12500
503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,101800.0,4.0,Automatic,Front,Left wheel,Yellow,4.0,13.0,18736.96567342672,18726
781.0,AUDI,A4 premium,Sedan,Yes,Petrol,2.0,168000.0,4.0,Automatic,4x4,Left wheel,Silver,12.0,15.0,19129.999999999818,19130
749.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,70000.0,4.0,Tiptronic,4x4,Left wheel,Grey,6.0,11.0,26029.999999999338,26030
2736.0,DAIHATSU,Terios,Sedan,Yes,Petrol,5.7,55765.0,8.0,Automatic,Rear,Left wheel,White,12.0,8.0,9092.854434974919,9095
442.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,47672.0,4.0,Automatic,Front,Left wheel,White,12.0,8.0,1882.0000000000168,1882
781.0,MERCEDES-BENZ,190,Sedan,No,Petrol,1.8,0.0,4.0,Manual,Front,Left wheel,Black,2.0,33.0,3602.0985728019728,3600
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,404303.0,4.0,Automatic,Front,Left wheel,Silver,4.0,10.0,11604.00000000017,11604
781.0,VOLKSWAGEN,Golf,Hatchback,No,Petrol,1.4,230000.0,4.0,Manual,Front,Left wheel,Blue,16.0,25.0,4390.36548371703,4391
1736.0,BMW,550,Hatchback,Yes,Petrol,4.4,107344.0,8.0,Automatic,Rear,Left wheel,Black,12.0,15.0,1019.0000000000089,1019
503.0,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,91000.0,4.0,Automatic,Front,Left wheel,Yellow,4.0,13.0,22195.942911841652,22166
781.0,HONDA,Stream,Minivan,No,Petrol,1.7,0.0,4.0,Automatic,Front,Right-hand drive,Silver,4.0,21.0,6899.000000000109,6899
781.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,154000.0,4.0,Tiptronic,Front,Left wheel,White,8.0,17.0,13798.999999999853,13799
1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,72816.0,5.0,Automatic,Front,Left wheel,Silver,4.0,18.0,5800.205823128387,5802
781.0,BMW,X5,Jeep,Yes,CNG,3.0,250000.0,6.0,Tiptronic,4x4,Left wheel,Black,6.0,21.0,10349.00000000012,10349
753.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,259184.0,4.0,Automatic,Front,Left wheel,Silver,0.0,13.0,250.99999999999778,251
333.0,SUBARU,XV,Jeep,Yes,Hybrid,2.0,131872.0,4.0,Automatic,4x4,Left wheel,White,12.0,11.0,12074.000000000147,12074
639.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,90000.0,4.0,Automatic,Front,Left wheel,Black,4.0,11.0,43574.38767057412,43576
781.0,JAGUAR,F-type R,Sedan,Yes,Petrol,5.0,31000.0,8.0,Tiptronic,Rear,Left wheel,Orange,6.0,10.0,150066.32423366592,150533
1578.0,BMW,650,Coupe,Yes,Petrol,4.4,92213.0,8.0,Automatic,Rear,Left wheel,White,12.0,10.0,30734.059994203293,30734
781.0,MERCEDES-BENZ,Sprinter 315CDI,Microbus,No,Diesel,2.1,268022.0,6.0,Manual,Front,Left wheel,White,0.0,18.0,31361.5295571395,31361
781.0,FORD,Transit,Microbus,No,Diesel,2.5,250000.0,6.0,Manual,Rear,Left wheel,White,1.0,28.0,8467.000000000095,8467
831.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,70087.0,4.0,Automatic,Front,Left wheel,Blue,4.0,8.0,40091.93949289366,40092
836.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,174000.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15.0,21953.00000000024,21953
781.0,FORD,Transit,Microbus,No,Diesel,2.4,214000.0,4.0,Manual,Rear,Left wheel,Orange,2.0,17.0,19444.000000000186,19444
382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,115658.0,4.0,Automatic,Front,Left wheel,Black,12.0,8.0,9880.008876866968,9879
781.0,FORD,Transit,Microbus,No,Diesel,2.5,123000.0,4.0,Manual,Rear,Left wheel,White,2.0,29.0,23520.999999999854,23521
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156816.0,4.0,Variator,Front,Left wheel,Blue,12.0,13.0,28225.000000000808,28225
753.0,HYUNDAI,Sonata Hybrid,Sedan,Yes,Hybrid,2.4,128300.0,4.0,Tiptronic,Front,Left wheel,Carnelian red,8.0,13.0,17249.000000000473,17249
1058.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,236016.0,6.0,Automatic,Front,Left wheel,Black,12.0,13.0,30108.53730998868,30107
609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515.0,4.0,Automatic,Front,Left wheel,Black,12.0,7.0,9722.000000000116,9722
730.0,SSANGYONG,Actyon,Minivan,Yes,Diesel,1.6,125996.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,31765.749969441425,31772
891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,120142.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,35252.25593866555,35237
781.0,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2,300000.0,4.0,Manual,Rear,Left wheel,White,2.0,19.0,36065.11999520824,36065
781.0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,158000.0,4.0,Automatic,4x4,Left wheel,White,2.0,25.0,8781.00000000004,8781
893.0,HYUNDAI,I30,Hatchback,Yes,Petrol,1.6,102000.0,4.0,Automatic,Front,Left wheel,Silver,4.0,17.0,7840.0000000000055,7840
891.0,LEXUS,IS 200,Sedan,Yes,Petrol,2.0,68286.0,4.0,Automatic,Rear,Left wheel,Grey,12.0,9.0,627.000000000001,627
765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,99000.0,4.0,Automatic,Front,Left wheel,Grey,4.0,10.0,39559.55960797154,39559
765.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,118366.0,4.0,Automatic,Front,Left wheel,White,4.0,10.0,47077.681946407625,47076
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518.0,4.0,Automatic,Front,Left wheel,White,12.0,13.0,3606.999999999986,3607
1111.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,117000.0,4.0,Automatic,Front,Right-hand drive,Pink,4.0,13.0,7840.0000000000055,7840
781.0,VAZ,2121 (Niva),Jeep,No,Petrol,1.7,50000.0,4.0,Manual,4x4,Left wheel,Green,0.0,27.0,5645.0000000000555,5645
650.0,CHEVROLET,Cruze PREMIER,Sedan,Yes,Petrol,1.4,9470.0,4.0,Automatic,Front,Left wheel,Silver,8.0,9.0,18659.498774319527,18660
1832.0,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2,117000.0,4.0,Manual,Rear,Left wheel,White,2.0,20.0,19757.00000000029,19757
781.0,PEUGEOT,407,Sedan,No,Petrol,2.0,150023.0,4.0,Manual,Front,Left wheel,Grey,0.0,20.0,10975.999999999767,10976
645.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,28000.0,4.0,Manual,Front,Left wheel,Silver,12.0,14.0,9407.96999526429,9408
781.0,MERCEDES-BENZ,C 200,Universal,No,CNG,2.0,240000.0,4.0,Manual,Rear,Left wheel,Blue,4.0,25.0,6429.000000000063,6429
1185.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,196682.0,4.0,Automatic,Front,Left wheel,Black,0.0,16.0,187.99999999999787,188
473.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,156992.0,4.0,Automatic,Front,Left wheel,Black,12.0,11.0,3136.0000000000236,3136
781.0,VOLKSWAGEN,Touran,Minivan,No,Diesel,2.0,154000.0,4.0,Automatic,Front,Left wheel,Silver,10.0,17.0,18816.999999999633,18817
502.0,TOYOTA,Prius C ჰიბრიდი,Hatchback,No,Hybrid,1.5,11000.0,4.0,Variator,Front,Left wheel,Green,12.0,12.0,19444.000000000186,19444
584.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,59532.0,4.0,Automatic,Front,Left wheel,Grey,4.0,11.0,16766.079837958925,16766
891.0,AUDI,A3,Sedan,Yes,Petrol,2.0,70414.0,4.0,Automatic,4x4,Left wheel,White,12.0,9.0,469.9999999999908,470
781.0,OPEL,Omega b,Sedan,No,CNG,2.0,200000.0,4.0,Automatic,Rear,Left wheel,Silver,0.0,28.0,2688.1448572808085,2666
1018.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,275862.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,14.0,9879.000000000216,9879
781.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,260000.0,4.0,Automatic,Front,Left wheel,Red,12.0,15.0,12544.000000000364,12544
781.0,BMW,X6,Jeep,Yes,Petrol,4.8,85000.0,8.0,Tiptronic,4x4,Left wheel,Black,12.0,16.0,37632.9999999994,37633
640.0,FORD,Focus,Hatchback,No,Petrol,2.0,154000.0,4.0,Automatic,Front,Left wheel,Black,6.0,12.0,12231.000000000133,12231
707.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,160000.0,4.0,Automatic,Front,Left wheel,Black,4.0,14.0,18117.35056349648,18124
781.0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,232100.0,4.0,Automatic,4x4,Left wheel,White,2.0,25.0,7682.999999999915,7683
834.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,158870.0,4.0,Automatic,Rear,Left wheel,White,12.0,12.0,314.0000000000039,314
640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,42582.0,4.0,Automatic,Front,Left wheel,Silver,4.0,12.0,26500.845818348953,26510
531.0,HYUNDAI,Accent,Hatchback,Yes,Diesel,1.6,64160.0,4.0,Automatic,Front,Left wheel,Black,4.0,13.0,9253.247709995005,9252
394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381.0,4.0,Automatic,Front,Left wheel,Black,12.0,11.0,11133.000000000131,11133
781.0,NISSAN,Vanette,Goods wagon,No,Diesel,2.2,300000.0,2.0,Manual,Rear,Right-hand drive,White,3.0,21.0,7840.0000000000055,7840
565.0,CHEVROLET,Matiz,Sedan,Yes,Petrol,0.8,155691.0,3.0,Automatic,Front,Left wheel,Silver,4.0,18.0,3763.0000000000528,3763
394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798.0,4.0,Automatic,Front,Left wheel,White,12.0,11.0,5487.999999999938,5488
891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,354569.0,4.0,Automatic,Front,Left wheel,Orange,4.0,9.0,10036.000000000015,10036
919.0,HYUNDAI,Grandeur,Sedan,Yes,LPG,3.0,226843.0,4.0,Automatic,Front,Left wheel,Silver,4.0,13.0,18499.99999999987,18500
781.0,TOYOTA,Camry,Jeep,Yes,Hybrid,2.5,268683.0,4.0,Automatic,Front,Left wheel,Blue,12.0,13.0,187.99999999999787,188
934.0,MAZDA,1000,Sedan,Yes,Petrol,2.5,142800.0,4.0,Automatic,Front,Left wheel,Grey,12.0,10.0,1175.9999999999998,1176
777.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,27656.0,4.0,Automatic,Front,Left wheel,Silver,12.0,11.0,1333.0000000000161,1333
988.0,TOYOTA,Prius,Hatchback,No,Petrol,1.5,318400.0,4.0,Automatic,Front,Left wheel,Silver,6.0,18.0,10663.00000000014,10663
382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,91760.0,4.0,Automatic,Front,Left wheel,Black,0.0,10.0,314.0000000000039,314
2225.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,69918.0,8.0,Automatic,4x4,Left wheel,White,0.0,8.0,469.9999999999908,470
781.0,HONDA,Elysion,Minivan,Yes,Petrol,2.4,145000.0,4.0,Tiptronic,4x4,Right-hand drive,White,6.0,20.0,11761.096964332814,11760
781.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,1888000.0,4.0,Variator,Front,Left wheel,White,10.0,15.0,19444.000000000186,19444
642.0,FORD,C-MAX,Hatchback,No,Hybrid,2.0,94408.0,4.0,Automatic,Front,Left wheel,Black,8.0,13.0,16934.99999999977,16935
777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,174485.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,27923.889895874858,27924
986.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,80000.0,4.0,Tiptronic,Front,Left wheel,Silver,7.0,15.0,14113.0,14113
1202.0,HYUNDAI,Santa FE,Jeep,No,Petrol,2.4,49000.0,4.0,Tiptronic,Front,Left wheel,Silver,12.0,8.0,38258.12789224349,38260
1493.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,91493.0,6.0,Automatic,Rear,Left wheel,Black,0.0,9.0,549.0000000000008,549
966.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,106325.0,4.0,Automatic,Front,Left wheel,White,4.0,16.0,14258.514197041279,14229
781.0,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,189000.0,6.0,Tiptronic,Rear,Left wheel,Black,6.0,23.0,16308.000000000318,16308
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,455579.0,4.0,Automatic,Front,Left wheel,Orange,4.0,10.0,9251.999999999964,9252
770.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,101248.0,4.0,Automatic,Front,Left wheel,Grey,4.0,9.0,34404.409790431244,34406
1273.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,79080.0,6.0,Automatic,4x4,Left wheel,Grey,12.0,10.0,22894.000000000462,22894
834.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,158870.0,4.0,Automatic,Rear,Left wheel,White,12.0,12.0,314.0000000000039,314
585.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,0.0,4.0,Automatic,Front,Left wheel,Red,0.0,12.0,187.99999999999787,188
781.0,MERCEDES-BENZ,CLK 200 Kompressor,Coupe,Yes,Petrol,2.0,189622.0,4.0,Manual,Rear,Left wheel,Silver,4.0,25.0,8937.6191981185,8938
1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,239224.0,6.0,Automatic,4x4,Left wheel,Black,12.0,15.0,861.999999999996,862
781.0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,267000.0,4.0,Manual,Rear,Left wheel,Golden,4.0,20.0,17876.00000000025,17876
1948.0,GMC,Yukon,Jeep,Yes,Hybrid,6.0,259910.0,8.0,Automatic,Front,Left wheel,Black,12.0,14.0,469.9999999999908,470
781.0,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,1000.0,4.0,Automatic,Front,Right-hand drive,White,6.0,12.0,13338.172232077752,13350
891.0,CHEVROLET,Camaro,Coupe,No,Petrol,2.0,32000.0,4.0,Tiptronic,Rear,Left wheel,Red,10.0,9.0,53313.999999999185,53314
502.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,103000.0,4.0,Variator,Front,Left wheel,Grey,4.0,12.0,16621.000000000327,16621
