Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
35043,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,92728,4,Automatic,Front,Left wheel,Silver,4,12
10349,1018,BMW,X5,Jeep,Yes,Diesel,3.0,332243,6,Automatic,4x4,Left wheel,Black,0,14
10349,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,384607,4,Automatic,Front,Left wheel,Orange,4,9
11917,1267,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,18000,4,Automatic,Front,Right-hand drive,White,6,12
17249,-,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,241000,6,Tiptronic,4x4,Left wheel,Black,12,19
14113,-,FIAT,500,Sedan,Yes,Petrol,1.4,137600,4,Manual,Front,Left wheel,Brown,8,13
7806,687,DAEWOO,Lacetti,Sedan,Yes,Diesel,1.6,219822,4,Automatic,Front,Left wheel,White,4,15
3763,531,NISSAN,Juke,Jeep,Yes,Petrol,1.6,173576,4,Automatic,4x4,Left wheel,Red,0,13
10349,-,SUBARU,Legacy B4,Sedan,No,Petrol,2.0,215000,4,Tiptronic,4x4,Right-hand drive,White,4,19
9408,1236,HONDA,FIT Premiym,Hatchback,No,Hybrid,1.3,151000,4,Tiptronic,Front,Right-hand drive,Blue,2,14
18503,-,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,22000,4,Automatic,Front,Left wheel,Silver,10,18
3607,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,129128,4,Automatic,4x4,Left wheel,White,0,12
2000,-,AUDI,A4,Sedan,Yes,Petrol,1.8,100000,4,Manual,Front,Left wheel,Black,1,30
5927,789,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,53434,4,Automatic,Front,Left wheel,Black,4,16
18208,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,251018,4,Automatic,Front,Left wheel,White,4,13
21326,642,BMW,328,Sedan,Yes,Petrol,2.0,145000,2,Automatic,Front,Left wheel,Black,4,13
14740,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,0,6,Variator,Front,Left wheel,Red,6,15
36065,-,PORSCHE,Cayenne,Jeep,Yes,Diesel,3.0,195000,6,Tiptronic,4x4,Left wheel,Black,8,16
1254,642,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,219773,4,Automatic,Front,Left wheel,Blue,12,13
37947,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,21178,6,Automatic,4x4,Left wheel,Black,12,8
18817,645,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,178000,4,Variator,Front,Left wheel,Grey,6,14
39593,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,127675,4,Automatic,Front,Left wheel,Silver,4,9
27654,629,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,100247,4,Automatic,Front,Left wheel,White,4,10
18817,-,TOYOTA,Prius,Sedan,No,Petrol,1.8,123000,4,Automatic,Front,Left wheel,Grey,6,13
94,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,1600,4,Automatic,Rear,Left wheel,Black,12,8
20385,-,FORD,Transit,Microbus,Yes,Diesel,2.4,240000,6,Manual,Rear,Left wheel,White,0,24
12231,-,TOYOTA,Corolla,Sedan,No,Petrol,1.6,177000,4,Manual,Front,Left wheel,Grey,8,19
6899,1273,TOYOTA,Avalon,Sedan,Yes,Petrol,3.5,122418,6,Automatic,Front,Left wheel,Blue,12,10
15681,-,MOSKVICH,400,Hatchback,No,Petrol,1.0,250000,4,Manual,Rear,Left wheel,Beige,0,72
156805,-,BMW,X5 M,Jeep,Yes,Petrol,4.4,65500,8,Automatic,4x4,Left wheel,Blue,12,10
6899,-,FORD,Transit,Microbus,No,Diesel,2.5,98521,4,Manual,Rear,Left wheel,Red,6,31
54000,-,ASTON MARTIN,Virage,Coupe,Yes,Petrol,4.3,72000,8,Tiptronic,Rear,Left wheel,Black,8,18
8154,1172,LEXUS,IS 350,Sedan,Yes,Petrol,3.5,259066,6,Automatic,4x4,Left wheel,Silver,12,14
3920,640,AUDI,A4,Sedan,Yes,Petrol,2.0,157584,4,Automatic,4x4,Left wheel,Black,0,12
10036,-,BMW,330,Coupe,Yes,Petrol,3.0,330000,6,Manual,Rear,Left wheel,Blue,4,24
25264,753,JEEP,Compass,Jeep,Yes,Petrol,2.4,65731,4,Automatic,Front,Left wheel,Red,4,13
12849,893,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,134592,4,Automatic,Front,Left wheel,Silver,4,17
23207,629,NISSAN,Juke,Jeep,No,Petrol,1.6,33215,4,Automatic,4x4,Left wheel,Carnelian red,8,10
25500,934,SUBARU,Forester,Jeep,Yes,Petrol,2.5,69000,4,Variator,4x4,Left wheel,Silver,12,10
6586,-,MERCEDES-BENZ,C 230 2.0 kompresor,Sedan,No,CNG,2.0,260000,4,Manual,Rear,Right-hand drive,Blue,4,24
54954,1091,CHEVROLET,Impala,Sedan,Yes,Petrol,2.5,63000,4,Automatic,Front,Left wheel,White,4,9
4704,-,BMW,318,Sedan,No,CNG,1.8,1000,4,Manual,Rear,Left wheel,Blue,0,28
4391,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,151923,4,Automatic,Front,Left wheel,White,12,11
1725,505,MITSUBISHI,Outlander,Jeep,Yes,Hybrid,2.0,79283,4,Automatic,4x4,Left wheel,Black,12,7
9408,-,BMW,325,Coupe,Yes,Petrol,2.5,346080,6,Tiptronic,Rear,Left wheel,Black,6,21
48610,-,BMW,528,Sedan,Yes,Petrol,2.0,80000,6,Tiptronic,Rear,Left wheel,Silver,0,11
19416,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,113516,4,Automatic,Front,Left wheel,Black,4,13
11290,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,52675,6,Automatic,Rear,Left wheel,Blue,12,8
15681,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,275240,8,Automatic,4x4,Left wheel,Silver,0,15
14269,642,FORD,C-MAX SE,Hatchback,No,Hybrid,2.0,10084,4,Automatic,Front,Left wheel,Green,8,13
17249,-,TOYOTA,Alphard,Minivan,No,LPG,2.4,251000,4,Automatic,Front,Right-hand drive,Black,2,20
10036,-,BMW,525,Sedan,No,Petrol,2.5,195000,6,Tiptronic,Rear,Right-hand drive,Silver,8,24
13000,2056,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,43000,4,Automatic,Front,Right-hand drive,Black,6,13
8467,-,MERCEDES-BENZ,E 290,Sedan,No,Diesel,2.9,40000,8,Manual,Rear,Left wheel,Purple,2,27
4300,1701,HONDA,Fred,Minivan,No,Petrol,1.5,117000,4,Automatic,Front,Right-hand drive,Black,4,15
6429,-,OPEL,Astra,Hatchback,No,Petrol,1.6,0,4,Manual,Front,Left wheel,Green,4,27
2100,-,NISSAN,March,Sedan,No,Petrol,1.2,140000,2,Automatic,Front,Right-hand drive,Sky blue,0,23
18500,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,179664,4,Automatic,Front,Left wheel,Silver,4,11
13366,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,104727,4,Automatic,Front,Left wheel,Black,4,15
14113,-,TOYOTA,Camry,Sedan,No,Hybrid,2.4,208800,4,Automatic,Front,Left wheel,Grey,12,18
15681,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,140800,6,Automatic,4x4,Left wheel,Black,0,12
18189,1620,TOYOTA,RAV 4,Jeep,No,Diesel,2.2,198000,4,Manual,4x4,Left wheel,Black,8,19
2901,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,166013,4,Automatic,Front,Left wheel,White,0,12
1568,1172,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,226251,6,Automatic,Rear,Left wheel,Black,12,14
25089,382,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,98000,4,Tiptronic,Front,Left wheel,Black,12,11
22843,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,141641,4,Automatic,Front,Left wheel,White,4,13
42692,730,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,82574,4,Automatic,Front,Left wheel,Black,4,9
706,503,HONDA,FIT,Jeep,Yes,Petrol,1.5,277856,4,Automatic,Front,Left wheel,White,0,13
17249,749,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,111111,6,Tiptronic,Front,Left wheel,White,6,11
39389,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,80186,4,Automatic,Front,Left wheel,Blue,4,11
15530,502,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,123700,4,Automatic,Front,Left wheel,Black,4,12
15681,-,FORD,Escape,Jeep,No,Hybrid,2.3,160000,4,Variator,4x4,Left wheel,Black,4,16
13485,-,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.0,176000,6,Manual,Front,Left wheel,Black,12,17
14113,-,BMW,X3,Jeep,Yes,CNG,2.5,380000,6,Tiptronic,4x4,Left wheel,Silver,12,21
22894,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,94000,4,Tiptronic,Front,Left wheel,Black,10,11
5959,-,SUBARU,Forester,Goods wagon,No,CNG,2.0,200000,4,Tiptronic,4x4,Right-hand drive,Silver,0,22
32302,2337,INFINITI,QX80,Jeep,Yes,Petrol,5.6,91648,8,Automatic,Rear,Left wheel,White,12,9
14426,-,MERCEDES-BENZ,E 270,Sedan,Yes,Diesel,2.7,350000,5,Tiptronic,Rear,Left wheel,Blue,4,23
4200,-,MERCEDES-BENZ,A 160,Hatchback,Yes,Petrol,1.6,0,4,Automatic,Front,Left wheel,White,6,23
862,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,53070,6,Automatic,Rear,Left wheel,Blue,12,8
17249,-,FIAT,500,Coupe,No,Petrol,1.6,43000,4,Automatic,Front,Left wheel,Black,10,9
16621,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,70880,4,Automatic,Rear,Left wheel,Silver,12,8
8154,-,MERCEDES-BENZ,C 180,Universal,No,Petrol,1.8,183987,4,Automatic,Rear,Left wheel,White,4,28
15053,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,272769,4,Automatic,Front,Left wheel,Silver,4,10
15524,-,MERCEDES-BENZ,ML 350,Jeep,Yes,LPG,3.5,170333,6,Tiptronic,4x4,Left wheel,Silver,10,21
2744,640,SUBARU,XV,Jeep,Yes,Petrol,2.0,108259,4,Automatic,4x4,Left wheel,Grey,0,12
24283,765,CHEVROLET,Orlando,Jeep,Yes,LPG,2.0,109497,4,Automatic,Front,Left wheel,White,4,10
8938,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,256914,6,Automatic,4x4,Left wheel,Grey,12,15
941,1935,TOYOTA,Tundra,Jeep,Yes,Petrol,4.6,254805,8,Automatic,4x4,Left wheel,White,12,9
282,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,174619,4,Automatic,Front,Left wheel,Grey,0,12
18817,-,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,116800,4,Tiptronic,Rear,Left wheel,White,0,11
24775,-,LEXUS,IS 250 რესტაილინგი,Sedan,Yes,Petrol,2.5,138000,6,Tiptronic,Rear,Left wheel,Grey,10,14
24283,639,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,146644,4,Automatic,Front,Left wheel,White,4,11
3450,-,SUBARU,Legacy,Sedan,No,CNG,2.0,200000,4,Automatic,4x4,Right-hand drive,Black,2,25
18124,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,160000,4,Automatic,Front,Left wheel,Black,4,14
220,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,317470,6,Automatic,4x4,Left wheel,Grey,12,15
42337,1327,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,30606,4,Automatic,Front,Left wheel,Blue,10,7
10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,325829,4,Automatic,Front,Left wheel,Silver,4,11
13956,603,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,143619,6,Automatic,4x4,Left wheel,Black,12,10
1646,1750,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,269162,6,Automatic,4x4,Left wheel,Silver,12,17
1254,831,HYUNDAI,Accent,Sedan,Yes,Petrol,1.6,106979,4,Automatic,Front,Left wheel,Blue,12,8
22649,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,131114,4,Automatic,Front,Left wheel,Silver,4,14
28532,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,94401,4,Automatic,Front,Left wheel,White,4,9
5488,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798,4,Automatic,Front,Left wheel,White,12,11
25729,831,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,56378,4,Automatic,Front,Left wheel,Silver,4,8
26033,271,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,38311,4,Automatic,Front,Left wheel,Black,4,11
6272,-,VOLKSWAGEN,Golf 4,Hatchback,No,Petrol,2.0,250000,4,Automatic,Front,Left wheel,Silver,8,22
31358,-,SUBARU,XV,Jeep,No,Petrol,2.0,52000,6,Variator,4x4,Left wheel,Beige,12,10
27284,779,TOYOTA,Avalon LIMITED,Sedan,Yes,Hybrid,2.5,109000,4,Automatic,Front,Left wheel,Silver,10,12
16308,-,TOYOTA,Land Cruiser Prado RX,Jeep,No,Petrol,2.7,213700,4,Automatic,4x4,Right-hand drive,Green,2,28
47042,891,BMW,328,Sedan,Yes,Petrol,2.0,32000,4,Tiptronic,Rear,Left wheel,White,8,9
4391,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,151923,4,Automatic,Front,Left wheel,White,12,11
3763,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124912,4,Automatic,Front,Left wheel,White,12,12
3293,565,CHEVROLET,Matiz,Sedan,Yes,Petrol,0.8,134863,4,Automatic,Front,Left wheel,Golden,4,18
3763,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,138491,4,Automatic,Front,Left wheel,Black,0,11
21639,-,MERCEDES-BENZ,E 280,Sedan,Yes,Diesel,2.8,284500,6,Tiptronic,Rear,Left wheel,Silver,12,17
14113,586,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,88000,4,Automatic,Front,Left wheel,Silver,12,13
13015,585,TOYOTA,Prius plug-in,Hatchback,No,Plug-in Hybrid,1.8,120681,4,Automatic,Front,Left wheel,White,8,12
100,-,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,170000,8,Tiptronic,4x4,Left wheel,Black,12,14
784,448,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,321269,4,Automatic,Front,Left wheel,Red,0,13
2430,1598,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,175614,6,Automatic,Rear,Left wheel,Black,12,17
20005,707,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,199569,4,Automatic,Front,Left wheel,Grey,4,14
20005,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,166850,4,Automatic,Front,Left wheel,Black,4,14
22580,1172,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,368064,6,Automatic,4x4,Left wheel,Grey,12,14
549,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,24339,4,Automatic,Front,Left wheel,Blue,12,6
22580,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,126018,4,Automatic,Front,Left wheel,Black,12,12
28225,-,TOYOTA,4Runner,Jeep,No,Petrol,4.7,201500,8,Automatic,4x4,Left wheel,Black,4,20
627,765,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,0,4,Automatic,4x4,Left wheel,White,12,10
7213,-,MERCEDES-BENZ,C 230,Coupe,Yes,Petrol,2.3,157000,4,Tiptronic,Rear,Left wheel,Silver,6,23
10663,-,MERCEDES-BENZ,Vito,Minivan,No,CNG,2.3,0,6,Manual,Front,Left wheel,Black,6,24
10697,586,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,165392,4,Automatic,Front,Left wheel,White,4,13
2500,-,OPEL,Corsa,Hatchback,No,Petrol,1.6,211375,4,Manual,Front,Left wheel,Black,2,29
14113,645,TOYOTA,Prius,Hatchback,No,Petrol,1.8,174890,4,Automatic,Front,Left wheel,Grey,6,14
12231,707,FORD,Transit Connect,Goods wagon,No,Petrol,2.0,160000,4,Automatic,Front,Left wheel,Grey,6,14
20385,-,INFINITI,Q45,Sedan,Yes,Petrol,4.5,180000,8,Tiptronic,Rear,Left wheel,Blue,4,22
23207,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,72000,4,Automatic,Front,Left wheel,White,12,12
18189,640,SUBARU,XV,Hatchback,Yes,Petrol,2.0,134000,4,Variator,4x4,Left wheel,Blue,16,12
15681,-,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,140000,4,Manual,Front,Left wheel,Carnelian red,8,13
25889,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,127105,4,Automatic,Front,Left wheel,Silver,4,15
5331,-,MERCEDES-BENZ,C 200,Sedan,No,CNG,2.0,305222,4,Manual,Rear,Left wheel,Black,2,29
12388,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12,15
21639,-,CHEVROLET,Volt,Hatchback,Yes,Petrol,1.4,117000,4,Automatic,Front,Left wheel,Red,8,13
5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,Left wheel,Black,12,12
314,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,131893,4,Automatic,Front,Left wheel,Brown,0,11
40983,934,HYUNDAI,H1,Universal,Yes,Diesel,2.5,112718,4,Automatic,Front,Left wheel,Silver,4,10
6617,-,NISSAN,Skyline,Sedan,No,Petrol,3.0,166000,6,Tiptronic,Rear,Right-hand drive,Silver,6,22
251,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,39552,4,Automatic,Front,Left wheel,Black,12,6
188,831,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,233938,4,Automatic,Front,Left wheel,Black,12,14
17035,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,157456,4,Automatic,Front,Left wheel,White,4,14
2998,-,PEUGEOT,206 CC,Hatchback,Yes,Petrol,1.6,0,4,Manual,Front,Right-hand drive,Silver,2,22
29793,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,4330,4,Automatic,Front,Left wheel,White,12,6
862,1399,CHEVROLET,Impala,Sedan,Yes,Petrol,3.5,217656,6,Automatic,Front,Left wheel,Black,12,15
50,-,TOYOTA,Aqua,Sedan,Yes,Hybrid,1.5,10000,4,Automatic,Front,Right-hand drive,Silver,4,11
21181,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,79570,4,Automatic,Front,Left wheel,Silver,4,14
470,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,108765,4,Automatic,4x4,Left wheel,Blue,0,12
17249,-,MERCEDES-BENZ,E 350,Sedan,Yes,LPG,3.5,132000,6,Tiptronic,Rear,Left wheel,White,8,19
12544,-,TOYOTA,Vitz RS,Hatchback,No,Petrol,1.3,112000,4,Variator,Front,Right-hand drive,Silver,4,17
9408,1236,HONDA,Fit Aria,Hatchback,Yes,Hybrid,1.3,121000,4,Automatic,Front,Right-hand drive,Silver,2,14
11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381,4,Automatic,Front,Left wheel,Black,12,11
43905,1104,BMW,535,Sedan,Yes,Petrol,3.0,7800,6,Tiptronic,Rear,Left wheel,White,16,10
29166,639,AUDI,Q5,Jeep,Yes,Petrol,2.0,71000,4,Automatic,4x4,Left wheel,Grey,12,11
21953,-,KIA,Optima,Sedan,No,Petrol,2.4,156800,4,Automatic,Front,Left wheel,Black,8,12
11604,1998,FORD,Transit,Microbus,No,Diesel,2.4,1000,4,Manual,Rear,Left wheel,White,2,24
27654,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,142035,4,Automatic,Front,Left wheel,Black,4,14
9879,1018,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,273186,6,Automatic,Rear,Left wheel,White,12,14
2430,919,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,221312,6,Automatic,4x4,Left wheel,Blue,12,13
5865,966,DAEWOO,Lacetti,Sedan,Yes,Diesel,2.0,39031,4,Automatic,Front,Left wheel,Blue,4,16
10036,640,SUBARU,XV,Jeep,No,Petrol,2.0,128000,4,Manual,4x4,Left wheel,White,8,12
24462,642,TOYOTA,Camry,Sedan,Yes,Petrol,2.0,172800,4,Automatic,Rear,Left wheel,White,8,13
27284,934,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,80000,4,Automatic,Front,Left wheel,Black,8,10
8467,-,NISSAN,Tiida AXIS,Hatchback,Yes,Petrol,1.5,139000,4,Variator,Front,Right-hand drive,Black,6,19
27441,831,MITSUBISHI,Eclipse ES,Jeep,No,Petrol,1.5,17123,4,Automatic,4x4,Left wheel,Silver,8,7
52066,1091,CHEVROLET,Impala,Sedan,Yes,Petrol,2.5,62735,4,Automatic,Front,Left wheel,Black,4,9
1960,1202,CHEVROLET,Equinox,Jeep,Yes,Petrol,2.4,115573,4,Automatic,Front,Left wheel,White,12,8
39829,1323,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,4130,4,Automatic,Front,Left wheel,White,12,5
8938,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,256914,6,Automatic,4x4,Left wheel,Grey,12,15
6272,-,NISSAN,Patrol,Jeep,No,Diesel,4.2,1000,6,Manual,4x4,Left wheel,Silver,0,33
251,1493,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,107030,6,Automatic,4x4,Left wheel,Grey,12,9
44890,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,120923,4,Automatic,Front,Left wheel,White,4,9
11992,1047,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,150863,4,Automatic,Front,Left wheel,White,4,18
18503,-,HONDA,Insight,Hatchback,No,Hybrid,1.3,77000,4,Automatic,Front,Left wheel,White,8,11
8500,-,NISSAN,Tiida,Hatchback,Yes,Petrol,1.5,134000,4,Variator,Front,Right-hand drive,Silver,2,19
627,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,150909,8,Automatic,4x4,Left wheel,Black,12,13
5959,-,MITSUBISHI,Colt,Sedan,No,Petrol,1.3,209000,4,Automatic,Rear,Right-hand drive,Green,2,23
23521,919,BMW,730,Sedan,Yes,Petrol,3.0,140096,6,Tiptronic,Rear,Left wheel,Black,12,13
6899,-,HONDA,Stream,Minivan,No,Petrol,1.7,0,4,Automatic,Front,Right-hand drive,Silver,4,21
17948,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,191490,4,Automatic,Front,Left wheel,Grey,4,14
14113,764,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,34329,4,Automatic,Front,Left wheel,Black,4,10
8467,-,BMW,525,Sedan,Yes,LPG,2.5,111111,6,Tiptronic,Rear,Left wheel,Silver,4,28
22580,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,39000,4,Tiptronic,Front,Left wheel,Red,6,10
16618,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,115471,4,Automatic,Front,Left wheel,Grey,4,13
30,-,NISSAN,Tiida,Hatchback,No,Petrol,1.8,0,4,Automatic,Front,Right-hand drive,Beige,4,20
12544,-,HONDA,FIT,Hatchback,No,Hybrid,1.3,123000,4,Automatic,Front,Right-hand drive,Blue,4,14
314,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802,4,Automatic,Rear,Left wheel,Black,12,8
627,836,TOYOTA,Tacoma,Sedan,Yes,Petrol,2.7,394069,4,Automatic,Rear,Left wheel,Black,12,13
12388,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12,15
3763,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,320554,4,Automatic,Front,Left wheel,White,0,12
18817,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,32595,4,Automatic,Front,Left wheel,Silver,4,9
4500,-,VOLVO,S70,Sedan,No,Petrol,2.4,0,5,Automatic,Front,Left wheel,Red,4,27
4200,-,VOLKSWAGEN,Golf 3,Sedan,No,Petrol,1.6,12333,4,Manual,Front,Left wheel,Blue,2,30
26657,-,BMW,528,Sedan,Yes,Petrol,3.0,125000,6,Tiptronic,Rear,Left wheel,Silver,16,14
17249,697,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,84291,4,Automatic,Front,Left wheel,Black,0,10
34692,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,188000,4,Automatic,Front,Left wheel,Silver,4,8
13328,1481,AUDI,Q7,Sedan,Yes,Petrol,3.0,44642,6,Automatic,4x4,Left wheel,Black,0,8
10349,-,BMW,525,Sedan,Yes,Petrol,2.5,250000,6,Automatic,Rear,Left wheel,Grey,4,21
9408,642,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,119619,4,Automatic,Front,Left wheel,Black,12,13
3293,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,127061,4,Automatic,Front,Left wheel,Grey,12,15
784,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,81440,4,Automatic,Front,Left wheel,Black,0,8
14746,640,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,186872,4,Automatic,Front,Left wheel,Brown,4,12
3607,900,CHRYSLER,200,Sedan,Yes,Petrol,2.4,75486,4,Automatic,Front,Left wheel,Black,12,10
9095,-,NISSAN,Tiida,Hatchback,Yes,Petrol,1.8,1810,4,Variator,Front,Right-hand drive,Black,8,19
549,780,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,14074,4,Automatic,Front,Left wheel,Grey,12,6
5959,-,MAZDA,Demio,Hatchback,No,LPG,1.5,1000,4,Tiptronic,Front,Right-hand drive,Blue,4,23
21363,707,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,215647,4,Automatic,Front,Left wheel,White,4,14
16308,431,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.0,251768,4,Automatic,Front,Left wheel,White,4,9
19757,639,BMW,328,Sedan,Yes,Petrol,2.0,128784,4,Automatic,Rear,Left wheel,Black,12,11
8311,-,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.0,0,8,Automatic,Front,Left wheel,Silver,8,19
1646,640,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,189949,4,Automatic,Front,Left wheel,Silver,12,12
17562,503,TOYOTA,Prius C,Hatchback,No,Petrol,1.5,89700,4,Automatic,Front,Left wheel,Sky blue,6,13
1500,-,VAZ,2107,Sedan,No,Petrol,1.6,34678,4,Manual,Rear,Left wheel,White,12,15
14583,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,131400,4,Automatic,Front,Left wheel,Blue,12,12
5018,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,294034,4,Automatic,Front,Left wheel,Black,12,12
19441,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,82111,4,Automatic,Front,Left wheel,White,4,15
24775,-,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,163000,6,Tiptronic,Rear,Left wheel,Black,8,17
7809,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,503800,4,Automatic,Front,Left wheel,Orange,4,9
